modelo_id,variables,interacciones,n_variables,n_interacciones,n_terminos
448,visits + gained + whitemom_bin,gained × whitemom_bin,3,1,4
449,visits + gained + whitemom_bin,visits × gained + visits × whitemom_bin,3,2,5
450,visits + gained + whitemom_bin,visits × gained + gained × whitemom_bin,3,2,5
451,visits + gained + whitemom_bin,visits × whitemom_bin + gained × whitemom_bin,3,2,5
452,visits + gained + mature_bin,,3,0,3
453,visits + gained + mature_bin,visits × gained,3,1,4
454,visits + gained + mature_bin,visits × mature_bin,3,1,4
455,visits + gained + mature_bin,gained × mature_bin,3,1,4
456,visits + gained + mature_bin,visits × gained + visits × mature_bin,3,2,5
457,visits + gained + mature_bin,visits × gained + gained × mature_bin,3,2,5
458,visits + gained + mature_bin,visits × mature_bin + gained × mature_bin,3,2,5
459,visits + sex_bin + habit_bin,,3,0,3
460,visits + sex_bin + habit_bin,visits × sex_bin,3,1,4
461,visits + sex_bin + habit_bin,visits × habit_bin,3,1,4
462,visits + sex_bin + habit_bin,sex_bin × habit_bin,3,1,4
463,visits + sex_bin + habit_bin,visits × sex_bin + visits × habit_bin,3,2,5
464,visits + sex_bin + habit_bin,visits × sex_bin + sex_bin × habit_bin,3,2,5
465,visits + sex_bin + habit_bin,visits × habit_bin + sex_bin × habit_bin,3,2,5
466,visits + sex_bin + marital_bin,,3,0,3
467,visits + sex_bin + marital_bin,visits × sex_bin,3,1,4
468,visits + sex_bin + marital_bin,visits × marital_bin,3,1,4
469,visits + sex_bin + marital_bin,sex_bin × marital_bin,3,1,4
470,visits + sex_bin + marital_bin,visits × sex_bin + visits × marital_bin,3,2,5
471,visits + sex_bin + marital_bin,visits × sex_bin + sex_bin × marital_bin,3,2,5
472,visits + sex_bin + marital_bin,visits × marital_bin + sex_bin × marital_bin,3,2,5
473,visits + sex_bin + whitemom_bin,,3,0,3
474,visits + sex_bin + whitemom_bin,visits × sex_bin,3,1,4
475,visits + sex_bin + whitemom_bin,visits × whitemom_bin,3,1,4
476,visits + sex_bin + whitemom_bin,sex_bin × whitemom_bin,3,1,4
477,visits + sex_bin + whitemom_bin,visits × sex_bin + visits × whitemom_bin,3,2,5
478,visits + sex_bin + whitemom_bin,visits × sex_bin + sex_bin × whitemom_bin,3,2,5
479,visits + sex_bin + whitemom_bin,visits × whitemom_bin + sex_bin × whitemom_bin,3,2,5
480,visits + sex_bin + mature_bin,,3,0,3
481,visits + sex_bin + mature_bin,visits × sex_bin,3,1,4
482,visits + sex_bin + mature_bin,visits × mature_bin,3,1,4
483,visits + sex_bin + mature_bin,sex_bin × mature_bin,3,1,4
484,visits + sex_bin + mature_bin,visits × sex_bin + visits × mature_bin,3,2,5
485,visits + sex_bin + mature_bin,visits × sex_bin + sex_bin × mature_bin,3,2,5
486,visits + sex_bin + mature_bin,visits × mature_bin + sex_bin × mature_bin,3,2,5
487,visits + habit_bin + marital_bin,,3,0,3
488,visits + habit_bin + marital_bin,visits × habit_bin,3,1,4
489,visits + habit_bin + marital_bin,visits × marital_bin,3,1,4
490,visits + habit_bin + marital_bin,habit_bin × marital_bin,3,1,4
491,visits + habit_bin + marital_bin,visits × habit_bin + visits × marital_bin,3,2,5
492,visits + habit_bin + marital_bin,visits × habit_bin + habit_bin × marital_bin,3,2,5
493,visits + habit_bin + marital_bin,visits × marital_bin + habit_bin × marital_bin,3,2,5
494,visits + habit_bin + whitemom_bin,,3,0,3
495,visits + habit_bin + whitemom_bin,visits × habit_bin,3,1,4
496,visits + habit_bin + whitemom_bin,visits × whitemom_bin,3,1,4
497,visits + habit_bin + whitemom_bin,habit_bin × whitemom_bin,3,1,4
498,visits + habit_bin + whitemom_bin,visits × habit_bin + visits × whitemom_bin,3,2,5
499,visits + habit_bin + whitemom_bin,visits × habit_bin + habit_bin × whitemom_bin,3,2,5
500,visits + habit_bin + whitemom_bin,visits × whitemom_bin + habit_bin × whitemom_bin,3,2,5
501,visits + habit_bin + mature_bin,,3,0,3
502,visits + habit_bin + mature_bin,visits × habit_bin,3,1,4
503,visits + habit_bin + mature_bin,visits × mature_bin,3,1,4
504,visits + habit_bin + mature_bin,habit_bin × mature_bin,3,1,4
505,visits + habit_bin + mature_bin,visits × habit_bin + visits × mature_bin,3,2,5
506,visits + habit_bin + mature_bin,visits × habit_bin + habit_bin × mature_bin,3,2,5
507,visits + habit_bin + mature_bin,visits × mature_bin + habit_bin × mature_bin,3,2,5
508,visits + marital_bin + whitemom_bin,,3,0,3
509,visits + marital_bin + whitemom_bin,visits × marital_bin,3,1,4
510,visits + marital_bin + whitemom_bin,visits × whitemom_bin,3,1,4
511,visits + marital_bin + whitemom_bin,marital_bin × whitemom_bin,3,1,4
512,visits + marital_bin + whitemom_bin,visits × marital_bin + visits × whitemom_bin,3,2,5
513,visits + marital_bin + whitemom_bin,visits × marital_bin + marital_bin × whitemom_bin,3,2,5
514,visits + marital_bin + whitemom_bin,visits × whitemom_bin + marital_bin × whitemom_bin,3,2,5
515,visits + marital_bin + mature_bin,,3,0,3
516,visits + marital_bin + mature_bin,visits × marital_bin,3,1,4
517,visits + marital_bin + mature_bin,visits × mature_bin,3,1,4
518,visits + marital_bin + mature_bin,marital_bin × mature_bin,3,1,4
519,visits + marital_bin + mature_bin,visits × marital_bin + visits × mature_bin,3,2,5
520,visits + marital_bin + mature_bin,visits × marital_bin + marital_bin × mature_bin,3,2,5
521,visits + marital_bin + mature_bin,visits × mature_bin + marital_bin × mature_bin,3,2,5
522,visits + whitemom_bin + mature_bin,,3,0,3
523,visits + whitemom_bin + mature_bin,visits × whitemom_bin,3,1,4
524,visits + whitemom_bin + mature_bin,visits × mature_bin,3,1,4
525,visits + whitemom_bin + mature_bin,whitemom_bin × mature_bin,3,1,4
526,visits + whitemom_bin + mature_bin,visits × whitemom_bin + visits × mature_bin,3,2,5
527,visits + whitemom_bin + mature_bin,visits × whitemom_bin + whitemom_bin × mature_bin,3,2,5
528,visits + whitemom_bin + mature_bin,visits × mature_bin + whitemom_bin × mature_bin,3,2,5
529,gained + sex_bin + habit_bin,,3,0,3
530,gained + sex_bin + habit_bin,gained × sex_bin,3,1,4
531,gained + sex_bin + habit_bin,gained × habit_bin,3,1,4
532,gained + sex_bin + habit_bin,sex_bin × habit_bin,3,1,4
533,gained + sex_bin + habit_bin,gained × sex_bin + gained × habit_bin,3,2,5
534,gained + sex_bin + habit_bin,gained × sex_bin + sex_bin × habit_bin,3,2,5
535,gained + sex_bin + habit_bin,gained × habit_bin + sex_bin × habit_bin,3,2,5
536,gained + sex_bin + marital_bin,,3,0,3
537,gained + sex_bin + marital_bin,gained × sex_bin,3,1,4
538,gained + sex_bin + marital_bin,gained × marital_bin,3,1,4
539,gained + sex_bin + marital_bin,sex_bin × marital_bin,3,1,4
540,gained + sex_bin + marital_bin,gained × sex_bin + gained × marital_bin,3,2,5
541,gained + sex_bin + marital_bin,gained × sex_bin + sex_bin × marital_bin,3,2,5
542,gained + sex_bin + marital_bin,gained × marital_bin + sex_bin × marital_bin,3,2,5
543,gained + sex_bin + whitemom_bin,,3,0,3
544,gained + sex_bin + whitemom_bin,gained × sex_bin,3,1,4
545,gained + sex_bin + whitemom_bin,gained × whitemom_bin,3,1,4
546,gained + sex_bin + whitemom_bin,sex_bin × whitemom_bin,3,1,4
547,gained + sex_bin + whitemom_bin,gained × sex_bin + gained × whitemom_bin,3,2,5
548,gained + sex_bin + whitemom_bin,gained × sex_bin + sex_bin × whitemom_bin,3,2,5
549,gained + sex_bin + whitemom_bin,gained × whitemom_bin + sex_bin × whitemom_bin,3,2,5
550,gained + sex_bin + mature_bin,,3,0,3
551,gained + sex_bin + mature_bin,gained × sex_bin,3,1,4
552,gained + sex_bin + mature_bin,gained × mature_bin,3,1,4
553,gained + sex_bin + mature_bin,sex_bin × mature_bin,3,1,4
554,gained + sex_bin + mature_bin,gained × sex_bin + gained × mature_bin,3,2,5
555,gained + sex_bin + mature_bin,gained × sex_bin + sex_bin × mature_bin,3,2,5
556,gained + sex_bin + mature_bin,gained × mature_bin + sex_bin × mature_bin,3,2,5
557,gained + habit_bin + marital_bin,,3,0,3
558,gained + habit_bin + marital_bin,gained × habit_bin,3,1,4
559,gained + habit_bin + marital_bin,gained × marital_bin,3,1,4
560,gained + habit_bin + marital_bin,habit_bin × marital_bin,3,1,4
561,gained + habit_bin + marital_bin,gained × habit_bin + gained × marital_bin,3,2,5
562,gained + habit_bin + marital_bin,gained × habit_bin + habit_bin × marital_bin,3,2,5
563,gained + habit_bin + marital_bin,gained × marital_bin + habit_bin × marital_bin,3,2,5
564,gained + habit_bin + whitemom_bin,,3,0,3
565,gained + habit_bin + whitemom_bin,gained × habit_bin,3,1,4
566,gained + habit_bin + whitemom_bin,gained × whitemom_bin,3,1,4
567,gained + habit_bin + whitemom_bin,habit_bin × whitemom_bin,3,1,4
568,gained + habit_bin + whitemom_bin,gained × habit_bin + gained × whitemom_bin,3,2,5
569,gained + habit_bin + whitemom_bin,gained × habit_bin + habit_bin × whitemom_bin,3,2,5
570,gained + habit_bin + whitemom_bin,gained × whitemom_bin + habit_bin × whitemom_bin,3,2,5
571,gained + habit_bin + mature_bin,,3,0,3
572,gained + habit_bin + mature_bin,gained × habit_bin,3,1,4
573,gained + habit_bin + mature_bin,gained × mature_bin,3,1,4
574,gained + habit_bin + mature_bin,habit_bin × mature_bin,3,1,4
575,gained + habit_bin + mature_bin,gained × habit_bin + gained × mature_bin,3,2,5
576,gained + habit_bin + mature_bin,gained × habit_bin + habit_bin × mature_bin,3,2,5
577,gained + habit_bin + mature_bin,gained × mature_bin + habit_bin × mature_bin,3,2,5
578,gained + marital_bin + whitemom_bin,,3,0,3
579,gained + marital_bin + whitemom_bin,gained × marital_bin,3,1,4
580,gained + marital_bin + whitemom_bin,gained × whitemom_bin,3,1,4
581,gained + marital_bin + whitemom_bin,marital_bin × whitemom_bin,3,1,4
582,gained + marital_bin + whitemom_bin,gained × marital_bin + gained × whitemom_bin,3,2,5
583,gained + marital_bin + whitemom_bin,gained × marital_bin + marital_bin × whitemom_bin,3,2,5
584,gained + marital_bin + whitemom_bin,gained × whitemom_bin + marital_bin × whitemom_bin,3,2,5
585,gained + marital_bin + mature_bin,,3,0,3
586,gained + marital_bin + mature_bin,gained × marital_bin,3,1,4
587,gained + marital_bin + mature_bin,gained × mature_bin,3,1,4
588,gained + marital_bin + mature_bin,marital_bin × mature_bin,3,1,4
589,gained + marital_bin + mature_bin,gained × marital_bin + gained × mature_bin,3,2,5
590,gained + marital_bin + mature_bin,gained × marital_bin + marital_bin × mature_bin,3,2,5
591,gained + marital_bin + mature_bin,gained × mature_bin + marital_bin × mature_bin,3,2,5
592,gained + whitemom_bin + mature_bin,,3,0,3
593,gained + whitemom_bin + mature_bin,gained × whitemom_bin,3,1,4
594,gained + whitemom_bin + mature_bin,gained × mature_bin,3,1,4
595,gained + whitemom_bin + mature_bin,whitemom_bin × mature_bin,3,1,4
596,gained + whitemom_bin + mature_bin,gained × whitemom_bin + gained × mature_bin,3,2,5
597,gained + whitemom_bin + mature_bin,gained × whitemom_bin + whitemom_bin × mature_bin,3,2,5
598,gained + whitemom_bin + mature_bin,gained × mature_bin + whitemom_bin × mature_bin,3,2,5
599,sex_bin + habit_bin + marital_bin,,3,0,3
600,sex_bin + habit_bin + marital_bin,sex_bin × habit_bin,3,1,4
601,sex_bin + habit_bin + marital_bin,sex_bin × marital_bin,3,1,4
602,sex_bin + habit_bin + marital_bin,habit_bin × marital_bin,3,1,4
603,sex_bin + habit_bin + marital_bin,sex_bin × habit_bin + sex_bin × marital_bin,3,2,5
604,sex_bin + habit_bin + marital_bin,sex_bin × habit_bin + habit_bin × marital_bin,3,2,5
605,sex_bin + habit_bin + marital_bin,sex_bin × marital_bin + habit_bin × marital_bin,3,2,5
606,sex_bin + habit_bin + whitemom_bin,,3,0,3
607,sex_bin + habit_bin + whitemom_bin,sex_bin × habit_bin,3,1,4
608,sex_bin + habit_bin + whitemom_bin,sex_bin × whitemom_bin,3,1,4
609,sex_bin + habit_bin + whitemom_bin,habit_bin × whitemom_bin,3,1,4
610,sex_bin + habit_bin + whitemom_bin,sex_bin × habit_bin + sex_bin × whitemom_bin,3,2,5
611,sex_bin + habit_bin + whitemom_bin,sex_bin × habit_bin + habit_bin × whitemom_bin,3,2,5
612,sex_bin + habit_bin + whitemom_bin,sex_bin × whitemom_bin + habit_bin × whitemom_bin,3,2,5
613,sex_bin + habit_bin + mature_bin,,3,0,3
614,sex_bin + habit_bin + mature_bin,sex_bin × habit_bin,3,1,4
615,sex_bin + habit_bin + mature_bin,sex_bin × mature_bin,3,1,4
616,sex_bin + habit_bin + mature_bin,habit_bin × mature_bin,3,1,4
617,sex_bin + habit_bin + mature_bin,sex_bin × habit_bin + sex_bin × mature_bin,3,2,5
618,sex_bin + habit_bin + mature_bin,sex_bin × habit_bin + habit_bin × mature_bin,3,2,5
619,sex_bin + habit_bin + mature_bin,sex_bin × mature_bin + habit_bin × mature_bin,3,2,5
620,sex_bin + marital_bin + whitemom_bin,,3,0,3
621,sex_bin + marital_bin + whitemom_bin,sex_bin × marital_bin,3,1,4
622,sex_bin + marital_bin + whitemom_bin,sex_bin × whitemom_bin,3,1,4
623,sex_bin + marital_bin + whitemom_bin,marital_bin × whitemom_bin,3,1,4
624,sex_bin + marital_bin + whitemom_bin,sex_bin × marital_bin + sex_bin × whitemom_bin,3,2,5
625,sex_bin + marital_bin + whitemom_bin,sex_bin × marital_bin + marital_bin × whitemom_bin,3,2,5
626,sex_bin + marital_bin + whitemom_bin,sex_bin × whitemom_bin + marital_bin × whitemom_bin,3,2,5
627,sex_bin + marital_bin + mature_bin,,3,0,3
628,sex_bin + marital_bin + mature_bin,sex_bin × marital_bin,3,1,4
629,sex_bin + marital_bin + mature_bin,sex_bin × mature_bin,3,1,4
630,sex_bin + marital_bin + mature_bin,marital_bin × mature_bin,3,1,4
631,sex_bin + marital_bin + mature_bin,sex_bin × marital_bin + sex_bin × mature_bin,3,2,5
632,sex_bin + marital_bin + mature_bin,sex_bin × marital_bin + marital_bin × mature_bin,3,2,5
633,sex_bin + marital_bin + mature_bin,sex_bin × mature_bin + marital_bin × mature_bin,3,2,5
634,sex_bin + whitemom_bin + mature_bin,,3,0,3
635,sex_bin + whitemom_bin + mature_bin,sex_bin × whitemom_bin,3,1,4
636,sex_bin + whitemom_bin + mature_bin,sex_bin × mature_bin,3,1,4
637,sex_bin + whitemom_bin + mature_bin,whitemom_bin × mature_bin,3,1,4
638,sex_bin + whitemom_bin + mature_bin,sex_bin × whitemom_bin + sex_bin × mature_bin,3,2,5
639,sex_bin + whitemom_bin + mature_bin,sex_bin × whitemom_bin + whitemom_bin × mature_bin,3,2,5
640,sex_bin + whitemom_bin + mature_bin,sex_bin × mature_bin + whitemom_bin × mature_bin,3,2,5
641,habit_bin + marital_bin + whitemom_bin,,3,0,3
642,habit_bin + marital_bin + whitemom_bin,habit_bin × marital_bin,3,1,4
643,habit_bin + marital_bin + whitemom_bin,habit_bin × whitemom_bin,3,1,4
644,habit_bin + marital_bin + whitemom_bin,marital_bin × whitemom_bin,3,1,4
645,habit_bin + marital_bin + whitemom_bin,habit_bin × marital_bin + habit_bin × whitemom_bin,3,2,5
646,habit_bin + marital_bin + whitemom_bin,habit_bin × marital_bin + marital_bin × whitemom_bin,3,2,5
647,habit_bin + marital_bin + whitemom_bin,habit_bin × whitemom_bin + marital_bin × whitemom_bin,3,2,5
648,habit_bin + marital_bin + mature_bin,,3,0,3
649,habit_bin + marital_bin + mature_bin,habit_bin × marital_bin,3,1,4
650,habit_bin + marital_bin + mature_bin,habit_bin × mature_bin,3,1,4
651,habit_bin + marital_bin + mature_bin,marital_bin × mature_bin,3,1,4
652,habit_bin + marital_bin + mature_bin,habit_bin × marital_bin + habit_bin × mature_bin,3,2,5
653,habit_bin + marital_bin + mature_bin,habit_bin × marital_bin + marital_bin × mature_bin,3,2,5
654,habit_bin + marital_bin + mature_bin,habit_bin × mature_bin + marital_bin × mature_bin,3,2,5
655,habit_bin + whitemom_bin + mature_bin,,3,0,3
656,habit_bin + whitemom_bin + mature_bin,habit_bin × whitemom_bin,3,1,4
657,habit_bin + whitemom_bin + mature_bin,habit_bin × mature_bin,3,1,4
658,habit_bin + whitemom_bin + mature_bin,whitemom_bin × mature_bin,3,1,4
659,habit_bin + whitemom_bin + mature_bin,habit_bin × whitemom_bin + habit_bin × mature_bin,3,2,5
660,habit_bin + whitemom_bin + mature_bin,habit_bin × whitemom_bin + whitemom_bin × mature_bin,3,2,5
661,habit_bin + whitemom_bin + mature_bin,habit_bin × mature_bin + whitemom_bin × mature_bin,3,2,5
662,marital_bin + whitemom_bin + mature_bin,,3,0,3
663,marital_bin + whitemom_bin + mature_bin,marital_bin × whitemom_bin,3,1,4
664,marital_bin + whitemom_bin + mature_bin,marital_bin × mature_bin,3,1,4
665,marital_bin + whitemom_bin + mature_bin,whitemom_bin × mature_bin,3,1,4
666,marital_bin + whitemom_bin + mature_bin,marital_bin × whitemom_bin + marital_bin × mature_bin,3,2,5
667,marital_bin + whitemom_bin + mature_bin,marital_bin × whitemom_bin + whitemom_bin × mature_bin,3,2,5
668,marital_bin + whitemom_bin + mature_bin,marital_bin × mature_bin + whitemom_bin × mature_bin,3,2,5
669,fage + mage + visits + gained,,4,0,4
670,fage + mage + visits + gained,fage × mage,4,1,5
671,fage + mage + visits + gained,fage × visits,4,1,5
672,fage + mage + visits + gained,fage × gained,4,1,5
673,fage + mage + visits + gained,mage × visits,4,1,5
674,fage + mage + visits + gained,mage × gained,4,1,5
675,fage + mage + visits + gained,visits × gained,4,1,5
676,fage + mage + visits + gained,fage × mage + fage × visits,4,2,6
677,fage + mage + visits + gained,fage × mage + fage × gained,4,2,6
678,fage + mage + visits + gained,fage × mage + mage × visits,4,2,6
679,fage + mage + visits + gained,fage × mage + mage × gained,4,2,6
680,fage + mage + visits + gained,fage × mage + visits × gained,4,2,6
681,fage + mage + visits + gained,fage × visits + fage × gained,4,2,6
682,fage + mage + visits + gained,fage × visits + mage × visits,4,2,6
683,fage + mage + visits + gained,fage × visits + mage × gained,4,2,6
684,fage + mage + visits + gained,fage × visits + visits × gained,4,2,6
685,fage + mage + visits + gained,fage × gained + mage × visits,4,2,6
686,fage + mage + visits + gained,fage × gained + mage × gained,4,2,6
687,fage + mage + visits + gained,fage × gained + visits × gained,4,2,6
688,fage + mage + visits + gained,mage × visits + mage × gained,4,2,6
689,fage + mage + visits + gained,mage × visits + visits × gained,4,2,6
690,fage + mage + visits + gained,mage × gained + visits × gained,4,2,6
691,fage + mage + visits + sex_bin,,4,0,4
692,fage + mage + visits + sex_bin,fage × mage,4,1,5
693,fage + mage + visits + sex_bin,fage × visits,4,1,5
694,fage + mage + visits + sex_bin,fage × sex_bin,4,1,5
695,fage + mage + visits + sex_bin,mage × visits,4,1,5
696,fage + mage + visits + sex_bin,mage × sex_bin,4,1,5
697,fage + mage + visits + sex_bin,visits × sex_bin,4,1,5
698,fage + mage + visits + sex_bin,fage × mage + fage × visits,4,2,6
699,fage + mage + visits + sex_bin,fage × mage + fage × sex_bin,4,2,6
700,fage + mage + visits + sex_bin,fage × mage + mage × visits,4,2,6
701,fage + mage + visits + sex_bin,fage × mage + mage × sex_bin,4,2,6
702,fage + mage + visits + sex_bin,fage × mage + visits × sex_bin,4,2,6
703,fage + mage + visits + sex_bin,fage × visits + fage × sex_bin,4,2,6
704,fage + mage + visits + sex_bin,fage × visits + mage × visits,4,2,6
705,fage + mage + visits + sex_bin,fage × visits + mage × sex_bin,4,2,6
706,fage + mage + visits + sex_bin,fage × visits + visits × sex_bin,4,2,6
707,fage + mage + visits + sex_bin,fage × sex_bin + mage × visits,4,2,6
